,location,month,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index
1628,Swaziland,6,15254,141,84.26000000000003,1160164,7738.975,0.588
1629,Swaziland,7,48667,671,81.39548387096771,1160164,7738.975,0.588
1630,Swaziland,8,113773,2137,73.44709677419351,1160164,7738.975,0.588
1631,Swaziland,9,152680,3017,64.80999999999996,1160164,7738.975,0.588
1632,Swaziland,10,107119,2144,25.24368421052631,1160164,7738.975,0.588
1634,Sweden,2,42,0,0.0,10099270,46949.282999999996,0.9329999999999999
1635,Sweden,3,42474,1283,18.10096774193548,10099270,46949.282999999996,0.9329999999999999
1636,Sweden,4,374588,44679,45.74399999999998,10099270,46949.282999999996,0.9329999999999999
1637,Sweden,5,921582,117424,46.299999999999976,10099270,46949.282999999996,0.9329999999999999
1638,Sweden,6,1580955,152491,41.977333333333355,10099270,46949.282999999996,0.9329999999999999
1639,Sweden,7,2267890,175211,38.83032258064516,10099270,46949.282999999996,0.9329999999999999
1640,Sweden,8,2508597,179751,37.039999999999985,10099270,46949.282999999996,0.9329999999999999
1641,Sweden,9,2641928,175771,37.039999999999985,10099270,46949.282999999996,0.9329999999999999
1642,Sweden,10,1572053,94453,37.04,10099270,46949.282999999996,0.9329999999999999
1645,Switzerland,2,22,0,2.394137931034483,8654618,57410.166,0.9440000000000001
1646,Switzerland,3,129842,1699,50.44806451612905,8654618,57410.166,0.9440000000000001
1647,Switzerland,4,748626,27915,72.65533333333337,8654618,57410.166,0.9440000000000001
1648,Switzerland,5,940124,48717,66.75419354838711,8654618,57410.166,0.9440000000000001
1649,Switzerland,6,932361,50147,47.408666666666655,8654618,57410.166,0.9440000000000001
1650,Switzerland,7,1027568,52376,41.05129032258067,8654618,57410.166,0.9440000000000001
1651,Switzerland,8,1178275,53144,44.91000000000001,8654618,57410.166,0.9440000000000001
1652,Switzerland,9,1424865,52549,43.05999999999997,8654618,57410.166,0.9440000000000001
1653,Switzerland,10,1170384,34146,38.25947368421052,8654618,57410.166,0.9440000000000001
1655,Syria,3,38,3,79.94222222222223,17500657,57302.43229841897,0.536
1656,Syria,4,888,71,83.64066666666663,17500657,56332.82898418972,0.536
1657,Syria,5,2003,102,77.86903225806456,17500657,53100.81793675889,0.536
1658,Syria,6,5388,197,61.109999999999964,17500657,49761.07318774703,0.536
1659,Syria,7,14748,720,61.10999999999996,17500657,46529.06214031621,0.536
1660,Syria,8,50614,2110,58.722903225806476,17500657,43189.31739130434,0.536
1661,Syria,9,106381,4713,56.66400000000002,17500657,39849.57264229249,0.536
1662,Syria,10,87842,4182,18.49526315789472,17500657,36617.56159486166,0.536
1663,Taiwan,1,47,0,11.914516129032258,23816775,34462.88756324111,0.5367728813559323
1664,Taiwan,2,597,13,28.259310344827586,23816775,31123.14281422925,0.5487525423728814
1665,Taiwan,3,3618,48,25.44838709677418,23816775,27998.865468379445,0.5599593220338983
1666,Taiwan,4,11806,169,27.779999999999983,23816775,24659.120719367587,0.5719389830508474
1667,Taiwan,5,13614,206,23.47548387096776,23816775,21427.109671936756,0.5835322033898306
1668,Taiwan,6,13336,210,21.38600000000002,23816775,18087.3649229249,0.5955118644067797
1669,Taiwan,7,14083,217,19.44000000000001,23816775,14855.353875494075,0.6071050847457627
1670,Taiwan,8,14958,217,19.44000000000001,23816775,11515.609126482217,0.6190847457627119
1671,Taiwan,9,15027,210,19.440000000000005,23816775,8175.86437747036,0.631064406779661
1672,Taiwan,10,9988,133,27.922105263157892,23816775,4943.853330039528,0.642657627118644
1673,Taiwan,12,0,0,2.78,23816775,34570.62126482213,0.5363864406779661
1674,Tajikistan,5,45715,867,50.89516129032255,9537642,2896.913,0.65
1675,Tajikistan,6,149942,1495,67.37600000000003,9537642,2896.913,0.65
1676,Tajikistan,7,207141,1731,64.63580645161291,9537642,2896.913,0.65
1677,Tajikistan,8,248093,1985,50.327741935483886,9537642,2896.913,0.65
1678,Tajikistan,9,273930,2161,34.81266666666668,9537642,2896.913,0.65
1679,Tajikistan,10,192570,1491,35.33105263157895,9537642,2896.913,0.65
1680,Tanzania,3,137,3,40.12200000000001,59734213,2683.304,0.5379999999999999
1681,Tanzania,4,4044,147,48.98066666666667,59734213,2683.304,0.5379999999999999
1682,Tanzania,5,15576,622,45.43096774193551,59734213,2683.304,0.5379999999999999
1683,Tanzania,6,15270,630,31.91599999999998,59734213,2683.304,0.5379999999999999
1684,Tanzania,7,15779,651,26.076129032258056,59734213,2683.304,0.5379999999999999
1685,Tanzania,8,15779,651,25.717419354838714,59734213,2683.304,0.5379999999999999
1686,Tanzania,9,15270,630,17.22066666666666,59734213,2683.304,0.5379999999999999
1687,Tanzania,10,9671,399,6.137894736842105,59734213,2683.304,0.5379999999999999
1688,Thailand,1,100,0,0.0,69799978,16277.671,0.755
1689,Thailand,2,924,0,0.0,69799978,16277.671,0.755
1690,Thailand,3,12380,61,35.90258064516129,69799978,16277.671,0.755
1691,Thailand,4,76470,1166,76.26399999999995,69799978,16277.671,0.755
1692,Thailand,5,93599,1728,75.0,69799978,16277.671,0.755
1693,Thailand,6,93949,1738,62.99333333333334,69799978,16277.671,0.755
1694,Thailand,7,100371,1798,49.06999999999999,69799978,16277.671,0.755
1695,Thailand,8,104467,1798,47.461612903225785,69799978,16277.671,0.755
1696,Thailand,9,104484,1752,42.686,69799978,16277.671,0.755
1697,Thailand,10,68959,1121,40.401052631578935,69799978,16277.671,0.755
1699,Timor,3,10,0,46.669,1318442,6570.102,0.625
1700,Timor,4,341,0,76.29766666666667,1318442,6570.102,0.625
1701,Timor,5,744,0,61.292580645161294,1318442,6570.102,0.625
1702,Timor,6,720,0,32.71333333333334,1318442,6570.102,0.625
1703,Timor,7,744,0,29.63,1318442,6570.102,0.625
1704,Timor,8,787,0,29.63,1318442,6570.102,0.625
1705,Timor,9,812,0,29.63,1318442,6570.102,0.625
1706,Timor,10,539,0,21.832631578947368,1318442,6570.102,0.625
1707,Togo,3,246,4,32.835357142857156,8278737,1429.8129999999999,0.503
1708,Togo,4,2232,125,73.02633333333337,8278737,1429.8129999999999,0.503
1709,Togo,5,8108,342,73.15000000000005,8278737,1429.8129999999999,0.503
1710,Togo,6,15996,396,58.763000000000034,8278737,1429.8129999999999,0.503
1711,Togo,7,23511,482,52.35967741935487,8278737,1429.8129999999999,0.503
1712,Togo,8,35632,767,46.89387096774195,8278737,1429.8129999999999,0.503
1713,Togo,9,47694,1145,48.94666666666667,8278737,1429.8129999999999,0.503
1714,Togo,10,36484,936,41.56736842105264,8278737,1429.8129999999999,0.503
1715,Trinidad and Tobago,3,683,12,53.557894736842115,1399491,28763.071,0.784
1716,Trinidad and Tobago,4,3291,225,81.11133333333335,1399491,28763.071,0.784
1717,Trinidad and Tobago,5,3597,248,89.42709677419354,1399491,28763.071,0.784
1718,Trinidad and Tobago,6,3614,240,74.84866666666667,1399491,28763.071,0.784
1719,Trinidad and Tobago,7,4272,248,60.19000000000004,1399491,28763.071,0.784
1720,Trinidad and Tobago,8,20387,346,70.04645161290321,1399491,28763.071,0.784
1721,Trinidad and Tobago,9,95466,1552,80.55999999999996,1399491,28763.071,0.784
1722,Trinidad and Tobago,10,94240,1648,21.2,1399491,28763.071,0.784
1723,Tunisia,3,1972,49,59.72125,11818618,10849.296999999999,0.735
1724,Tunisia,4,22233,895,90.73999999999995,11818618,10849.296999999999,0.735
1725,Tunisia,5,32127,1406,84.88612903225804,11818618,10849.296999999999,0.735
1726,Tunisia,6,33580,1480,39.444666666666656,11818618,10849.296999999999,0.735
1727,Tunisia,7,40813,1550,26.850000000000016,11818618,10849.296999999999,0.735
1728,Tunisia,8,69818,1825,24.87709677419356,11818618,10849.296999999999,0.735
1729,Tunisia,9,259497,3987,26.386666666666688,11818618,10849.296999999999,0.735
1730,Tunisia,10,540586,7833,38.98526315789474,11818618,10849.296999999999,0.735
1731,Turkey,3,46176,779,60.54611111111113,84339067,25129.341,0.7909999999999999
1732,Turkey,4,1991534,46632,76.17666666666668,84339067,25129.341,0.7909999999999999
1733,Turkey,5,4477971,122997,75.93,84339067,25129.341,0.7909999999999999
1734,Turkey,6,5393606,144859,63.890000000000036,84339067,25129.341,0.7909999999999999
1735,Turkey,7,6681786,167784,57.0190322580645,84339067,25129.341,0.7909999999999999
1736,Turkey,8,7705622,185067,47.43258064516131,84339067,25129.341,0.7909999999999999
1737,Turkey,9,8816466,215749,63.71900000000002,84339067,25129.341,0.7909999999999999
1738,Turkey,10,6318787,165890,61.04052631578945,84339067,25129.341,0.7909999999999999
1739,Turks and Caicos Islands,3,21,0,72.22285714285714,38718,25017.76179047619,0.7896904761904762
1740,Turks and Caicos Islands,4,277,25,79.63000000000007,38718,24236.707323809525,0.7805238095238094
1741,Turks and Caicos Islands,5,372,31,75.39129032258069,38718,20889.33103809524,0.7412380952380951
1742,Turks and Caicos Islands,6,424,30,66.75999999999999,38718,17430.375542857142,0.7006428571428571
1743,Turks and Caicos Islands,7,2221,62,57.495806451612886,38718,14082.999257142856,0.6613571428571429
1744,Turks and Caicos Islands,8,8880,67,57.73258064516131,38718,10624.04376190476,0.6207619047619047
1745,Turks and Caicos Islands,9,19031,147,47.43600000000002,38718,7165.088266666666,0.5801666666666667
1746,Turks and Caicos Islands,10,13206,114,47.22000000000001,38718,3817.7119809523792,0.5408809523809524
1747,Uganda,3,158,0,67.59,45741000,1697.707,0.516
1748,Uganda,4,1752,0,93.52,45741000,1697.707,0.516
1749,Uganda,5,5506,0,87.66322580645158,45741000,1697.707,0.516
1750,Uganda,6,20701,0,82.996,45741000,1697.707,0.516
1751,Uganda,7,31900,12,81.75064516129034,45741000,1697.707,0.516
1752,Uganda,8,52761,435,80.13580645161292,45741000,1697.707,0.516
1753,Uganda,9,156410,1635,79.53566666666669,45741000,1697.707,0.516
1754,Uganda,10,179540,1666,72.17368421052633,45741000,1697.707,0.516
1755,Ukraine,3,2038,61,70.45130434782611,43733759,7894.393,0.7509999999999999
1756,Ukraine,4,127364,3367,88.89000000000001,43733759,7894.393,0.7509999999999999
1757,Ukraine,5,530326,14734,86.26096774193553,43733759,7894.393,0.7509999999999999
1758,Ukraine,6,968998,27235,60.325,43733759,7894.393,0.7509999999999999
1759,Ukraine,7,1734765,44018,37.960000000000015,43733759,7894.393,0.7509999999999999
1760,Ukraine,8,2848727,64113,54.64741935483872,43733759,7894.393,0.7509999999999999
1761,Ukraine,9,4820282,98410,62.807999999999964,43733759,7894.393,0.7509999999999999
1762,Ukraine,10,4773165,91396,46.42105263157894,43733759,7894.393,0.7509999999999999
1763,United Arab Emirates,1,11,0,0.8070967741935485,9890400,67293.483,0.863
1764,United Arab Emirates,2,264,0,3.928275862068966,9890400,67293.483,0.863
1765,United Arab Emirates,3,4621,24,43.48935483870967,9890400,67293.483,0.863
1766,United Arab Emirates,4,163133,1071,87.59166666666664,9890400,67293.483,0.863
1767,United Arab Emirates,5,696610,6272,74.43225806451612,9890400,67293.483,0.863
1768,United Arab Emirates,6,1260583,8716,72.22000000000001,9890400,67293.483,0.863
1769,United Arab Emirates,7,1712480,10347,45.61064516129031,9890400,67293.483,0.863
1770,United Arab Emirates,8,1999481,11276,43.51999999999999,9890400,67293.483,0.863
1771,United Arab Emirates,9,2426638,11972,47.40933333333333,9890400,67293.483,0.863
1772,United Arab Emirates,10,1983505,8357,27.778947368421044,9890400,67293.483,0.863
1774,United Kingdom,1,0,0,2.2416129032258065,67886004,39753.244,0.922
1775,United Kingdom,2,268,0,11.01413793103449,67886004,39753.244,0.922
1776,United Kingdom,3,208267,10097,36.63322580645162,67886004,39753.244,0.922
1777,United Kingdom,4,3021801,432012,79.63000000000007,67886004,39753.244,0.922
1778,United Kingdom,5,6819789,1017549,74.22516129032256,67886004,39753.244,0.922
1779,United Kingdom,6,8132088,1177200,70.86599999999999,67886004,39753.244,0.922
1780,United Kingdom,7,9092421,1267231,65.38129032258061,67886004,39753.244,0.922
1781,United Kingdom,8,9843011,1281831,67.63612903225807,67886004,39753.244,0.922
1782,United Kingdom,9,11373823,1251193,65.56933333333332,67886004,39753.244,0.922
1783,United Kingdom,10,10983564,812460,14.229473684210527,67886004,39753.244,0.922
1785,United States,1,34,0,0.0,331002647,54225.445999999996,0.924
1786,United States,2,665,0,5.368275862068967,331002647,54225.445999999996,0.924
1787,United States,3,925940,15268,45.77451612903228,331002647,54225.445999999996,0.924
1788,United States,4,18695034,907077,72.69000000000004,331002647,54225.445999999996,0.924
1789,United States,5,44499539,2652791,72.69000000000004,331002647,54225.445999999996,0.924
1790,United States,6,64043952,3474744,70.71133333333336,331002647,54225.445999999996,0.924
1791,United States,7,109256772,4281933,68.26387096774198,331002647,54225.445999999996,0.924
1792,United States,8,164890459,5231271,67.13000000000005,331002647,54225.445999999996,0.924
1793,United States,9,197926671,5860119,64.19766666666666,331002647,54225.445999999996,0.924
1794,United States,10,145775032,4054371,58.57631578947369,331002647,54225.445999999996,0.924
1796,United States Virgin Islands,3,139,0,51.85000000000001,104423,54065.85340758294,0.9234312796208531
1797,United States Virgin Islands,4,1474,53,51.84999999999998,104423,52789.112668246446,0.9188815165876778
1798,United States Virgin Islands,5,2114,162,51.84999999999997,104423,48001.334895734595,0.9018199052132702
1799,United States Virgin Islands,6,2222,180,51.84999999999998,104423,43053.964530805686,0.8841895734597157
1800,United States Virgin Islands,7,7379,199,51.84999999999997,104423,38266.186758293836,0.8671279620853081
1801,United States Virgin Islands,8,23141,312,51.84999999999997,104423,33318.816393364934,0.8494976303317536
1802,United States Virgin Islands,9,36893,543,51.84999999999998,104423,28371.44602843602,0.8318672985781991
1803,United States Virgin Islands,10,25174,384,51.850000000000016,104423,23583.668255924174,0.8148056872037915
1804,Uruguay,3,2591,2,57.40705882352942,3473727,20551.409,0.804
1805,Uruguay,4,14576,265,65.98566666666665,3473727,20551.409,0.804
1806,Uruguay,5,22538,601,61.10999999999996,3473727,20551.409,0.804
1807,Uruguay,6,25849,721,55.92866666666667,3473727,20551.409,0.804
1808,Uruguay,7,32512,971,27.06096774193549,3473727,20551.409,0.804
1809,Uruguay,8,44284,1215,26.64096774193548,3473727,20551.409,0.804
1810,Uruguay,9,54599,1367,36.20433333333333,3473727,20551.409,0.804
1811,Uruguay,10,42935,941,38.5457894736842,3473727,20551.409,0.804
1812,Uzbekistan,3,971,4,74.770625,33469199,6253.104,0.71
1813,Uzbekistan,4,33339,137,91.29599999999999,33469199,6253.104,0.71
1814,Uzbekistan,5,84432,357,89.3077419354839,33469199,6253.104,0.71
1815,Uzbekistan,6,165072,554,71.07933333333331,33469199,6253.104,0.71
1816,Uzbekistan,7,470067,2301,66.63419354838707,33469199,6253.104,0.71
1817,Uzbekistan,8,1058624,7112,69.83064516129032,33469199,6253.104,0.71
1818,Uzbekistan,9,1461363,11957,65.36933333333334,33469199,6253.104,0.71
1819,Uzbekistan,10,1147347,9481,60.62105263157895,33469199,6253.104,0.71
1820,Vatican,3,40,0,51.85000000000001,809,6300.152959641256,0.7102286995515694
1821,Vatican,4,240,0,51.84999999999998,809,7241.132152466368,0.7148026905829596
1822,Vatican,5,366,0,51.84999999999997,809,8652.600941704037,0.7216636771300448
1823,Vatican,6,360,0,51.84999999999998,809,10111.11869058296,0.7287533632286995
1824,Vatican,7,372,0,51.84999999999997,809,11522.587479820628,0.7356143497757847
1825,Vatican,8,372,0,51.84999999999997,809,12981.105228699553,0.7427040358744393
1826,Vatican,9,360,0,51.84999999999998,809,14439.622977578478,0.7497937219730941
1827,Vatican,10,305,0,51.850000000000016,809,15851.091766816146,0.7566547085201792
1828,Venezuela,3,1145,7,79.84941176470589,28435943,16745.022,0.7609999999999999
1829,Venezuela,4,6627,240,82.41,28435943,16745.022,0.7609999999999999
1830,Venezuela,5,21176,321,84.11387096774196,28435943,16745.022,0.7609999999999999
1831,Venezuela,6,94179,815,81.111,28435943,16745.022,0.7609999999999999
1832,Venezuela,7,335592,3121,86.74,28435943,16745.022,0.7609999999999999
1833,Venezuela,8,992414,8357,85.03580645161283,28435943,16745.022,0.7609999999999999
1834,Venezuela,9,1841370,15004,82.965,28435943,16745.022,0.7609999999999999
1835,Venezuela,10,1547331,12975,67.68947368421054,28435943,16745.022,0.7609999999999999
1836,Vietnam,1,19,0,2.7783870967741935,97338583,6171.884,0.6940000000000001
1837,Vietnam,2,404,0,40.866896551724146,97338583,6171.884,0.6940000000000001
1838,Vietnam,3,2367,0,53.49290322580645,97338583,6171.884,0.6940000000000001
1839,Vietnam,4,7774,0,87.82499999999997,97338583,6171.884,0.6940000000000001
1840,Vietnam,5,9403,0,66.63612903225807,97338583,6171.884,0.6940000000000001
1841,Vietnam,6,10170,0,59.62900000000001,97338583,6171.884,0.6940000000000001
1842,Vietnam,7,12005,0,55.43419354838709,97338583,6171.884,0.6940000000000001
1843,Vietnam,8,27587,605,75.58258064516127,97338583,6171.884,0.6940000000000001
1844,Vietnam,9,31844,1048,70.7583333333333,97338583,6171.884,0.6940000000000001
1845,Vietnam,10,21045,665,51.850000000000016,97338583,6171.884,0.6940000000000001
1847,Yemen,4,26,0,41.31333333333333,29825968,1479.1470000000002,0.452
1848,Yemen,5,3799,716,56.95741935483871,29825968,1479.1470000000002,0.452
1849,Yemen,6,22408,5695,58.32999999999998,29825968,1479.1470000000002,0.452
1850,Yemen,7,46032,12744,41.87354838709679,29825968,1479.1470000000002,0.452
1851,Yemen,8,57391,16441,31.48000000000001,29825968,1479.1470000000002,0.452
1852,Yemen,9,60302,17427,32.40600000000001,29825968,1479.1470000000002,0.452
1853,Yemen,10,38967,11281,34.79631578947367,29825968,1479.1470000000002,0.452
1854,Zambia,3,151,0,34.189230769230775,18383956,3689.2509999999997,0.588
1855,Zambia,4,1679,59,57.686333333333316,18383956,3689.2509999999997,0.588
1856,Zambia,5,17686,185,49.50774193548386,18383956,3689.2509999999997,0.588
1857,Zambia,6,39779,355,42.033999999999985,18383956,3689.2509999999997,0.588
1858,Zambia,7,87111,2543,50.93000000000001,18383956,3689.2509999999997,0.588
1859,Zambia,8,284419,7476,50.20999999999997,18383956,3689.2509999999997,0.588
1860,Zambia,9,408154,9432,48.61333333333333,18383956,3689.2509999999997,0.588
1861,Zambia,10,290934,6425,32.16421052631577,18383956,3689.2509999999997,0.588
1862,Zimbabwe,3,41,8,57.49181818181819,14862927,1899.775,0.535
1863,Zimbabwe,4,585,79,87.96000000000002,14862927,1899.775,0.535
1864,Zimbabwe,5,1745,124,87.96000000000002,14862927,1899.775,0.535
1865,Zimbabwe,6,11693,141,72.71533333333328,14862927,1899.775,0.535
1866,Zimbabwe,7,45546,663,76.58354838709676,14862927,1899.775,0.535
1867,Zimbabwe,8,160139,4017,80.55999999999996,14862927,1899.775,0.535
1868,Zimbabwe,9,222393,6593,78.45766666666661,14862927,1899.775,0.535
1869,Zimbabwe,10,151557,4359,76.84999999999998,14862927,1899.775,0.535
